YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,Date_of_Occupancy,Claim
2014,1.0,0,V,V,V,U,350.0,2,1980,0
2014,1.0,0,V,N,O,R,2188.0,2,1974,0
2015,1.0,0,V,N,O,R,2188.0,2,1974,0
2015,1.0,0,V,N,O,R,2188.0,2,1974,0
2016,1.0,0,V,V,V,U,900.0,2,1980,0
2014,1.0,0,N,V,V,U,4650.0,2,1980,1
2016,1.0,0,N,V,V,U,4650.0,2,1980,0
2012,1.0,1,N,V,V,U,300.0,2,1980,0
2013,0.378082192,1,V,N,O,R,6486.0,2,1980,1
2013,1.0,0,V,N,O,R,2400.0,2,2001,0
2012,1.0,0,V,N,O,R,750.0,2,2008,0
2012,0.68852459,0,V,N,O,R,310.0,2,2007,0
2016,0.579234973,1,V,N,O,R,4300.0,2,1984,0
2013,1.0,0,V,N,O,R,210.0,2,1920,0
2012,1.0,0,N,V,V,U,1900.0,2,1980,0
2012,1.0,0,V,N,O,R,450.0,2,1920,0
2015,1.0,0,V,N,O,R,3286.0,2,2012,0
2013,1.0,0,N,V,V,U,160.0,2,1980,0
2015,1.0,0,V,N,O,R,300.0,2,1900,0
2012,1.0,1,N,V,V,U,2850.0,2,1960,1
2013,1.0,1,N,V,V,U,2850.0,2,1960,1
2014,0.161643836,1,N,V,V,U,2850.0,2,1960,0
2014,1.0,0,N,V,V,U,1000.0,2,1980,0
2013,1.0,0,V,N,O,R,5880.0,2,1960,1
2015,1.0,0,V,V,V,U,600.0,2,1980,0
2013,1.0,1,N,V,V,U,3364.0,2,1960,0
2013,1.0,0,V,N,O,R,1870.0,2,1977,0
2012,1.0,0,N,V,V,U,1186.0,2,1988,0
2014,1.0,0,N,V,V,U,950.0,2,1988,0
2015,1.0,0,N,V,V,U,2986.0,2,1988,0
2013,1.0,0,V,N,O,R,1900.0,2,2002,0
2013,1.0,0,V,N,O,R,370.0,2,1900,0
2016,0.99726776,1,V,N,O,R,10310.0,2,2000,0
2013,1.0,0,N,V,V,U,500.0,2,1980,0
2012,1.0,0,N,V,V,U,2085.0,2,1980,0
2014,0.838356164,0,N,V,V,U,806.0,2,1960,0
2015,1.0,0,V,N,O,R,650.0,2,1965,0
2013,1.0,0,V,N,O,R,1000.0,2,1988,0
2012,1.0,0,V,N,O,R,4000.0,2,2007,0
2014,1.0,0,V,N,O,R,4000.0,2,2007,0
2014,1.0,0,V,N,O,R,610.0,2,2006,0
2012,1.0,0,V,N,O,R,1800.0,2,2007,0
2014,1.0,0,V,N,O,R,1800.0,2,2007,0
2016,0.24863388,0,V,N,O,R,4374.0,2,2002,0
2016,0.99726776,0,V,N,O,R,2355.0,2,2005,0
2012,1.0,1,N,V,V,U,3040.0,2,1960,1
2015,0.997260274,0,V,V,V,U,1400.0,2,1980,1
2016,0.994535519,0,V,V,V,U,1400.0,2,1980,0
2013,1.0,1,V,V,V,U,3700.0,2,1980,0
2016,0.99726776,0,N,V,V,U,605.0,2,1980,0
2012,1.0,1,N,V,V,U,322.0,2,1980,0
2014,1.0,1,N,V,V,U,322.0,2,1980,0
2013,0.915068493,0,N,V,V,U,8982.0,2,1988,0
2012,1.0,0,N,V,V,U,1180.0,2,1980,0
2013,0.832876712,0,N,V,V,U,2550.0,2,1988,0
2012,1.0,0,V,N,O,R,9474.0,2,2008,0
2012,1.0,0,V,N,O,R,977.0,2,1991,1
2014,1.0,1,V,N,O,R,800.0,2,1884,0
2014,1.0,1,V,N,O,R,1033.0,2,1969,0
2014,1.0,1,V,N,O,R,4650.0,2,2001,1
2014,1.0,0,V,N,O,R,2000.0,2,1991,0
2015,1.0,0,V,N,O,R,580.0,2,1936,0
2012,1.0,0,V,V,V,U,891.0,2,1960,0
2014,1.0,0,V,N,O,R,210.0,2,1700,0
2015,1.0,0,V,N,O,R,210.0,2,1700,0
2015,1.0,0,V,N,O,R,2002.0,2,1966,0
2016,0.99726776,0,V,N,O,R,950.0,2,1970,0
2013,1.0,0,V,N,O,R,915.0,2,1988,0
2014,1.0,0,V,N,O,R,915.0,2,1988,1
2014,1.0,0,V,N,O,R,600.0,2,1988,1
2016,0.0,0,V,V,V,U,300.0,2,1960,0
2015,1.0,0,V,V,V,U,2100.0,2,1980,0
2016,0.521857923,0,V,V,V,U,2100.0,2,1980,1
2012,1.0,0,V,V,V,U,850.0,2,1960,0
2014,0.0,0,V,V,V,U,220.0,2,1960,0
2016,0.0,0,V,V,V,U,1445.0,2,1960,0
2015,1.0,0,V,N,O,R,350.0,2,1950,1
2012,1.0,0,V,N,O,R,272.0,2,1988,0
2013,1.0,0,N,V,V,U,1250.0,2,1988,1
2014,1.0,0,N,V,V,U,1250.0,2,1988,1
2013,1.0,1,V,N,O,R,500.0,2,1900,0
2013,0.890410959,1,V,N,O,R,1152.0,2,1980,0
2015,1.0,0,N,V,V,U,544.0,2,1960,0
2016,0.99726776,0,N,V,V,U,544.0,2,1960,0
2013,1.0,0,V,N,O,R,1900.0,2,1990,0
2015,1.0,0,V,N,O,R,1900.0,2,1990,0
2014,0.495890411,0,N,V,V,U,760.0,2,1960,0
2012,1.0,0,V,N,O,R,1382.0,2,2008,1
2012,1.0,0,V,N,O,R,1260.0,2,1980,0
2015,0.526027397,0,N,V,V,U,300.0,2,1960,0
2012,1.0,0,V,N,O,R,400.0,2,1960,0
2013,1.0,0,V,N,O,R,460.0,2,1960,0
2016,0.99726776,1,V,N,O,R,360.0,2,2000,0
2012,1.0,1,N,V,V,U,1790.0,2,1960,0
2013,1.0,1,N,V,V,U,1450.0,2,1960,0
2014,1.0,1,N,V,V,U,1450.0,2,1960,1
2013,1.0,0,V,N,O,R,1100.0,2,1989,0
2015,1.0,0,V,N,O,R,1100.0,2,1989,0
2015,1.0,1,V,N,O,R,1820.0,2,1980,1
2012,1.0,1,V,N,O,R,2184.0,2,1950,0
2015,1.0,1,V,N,O,R,9000.0,2,1960,1
2015,1.0,1,V,N,O,R,1068.0,2,1965,0
2016,0.99726776,1,V,N,O,R,1068.0,2,1965,1
2013,1.0,1,V,N,O,R,750.0,2,1980,0
2015,1.0,1,V,N,O,R,750.0,2,1980,0
2016,1.0,0,V,N,O,R,345.0,2,1920,0
2013,1.0,1,V,N,O,R,6489.0,2,2011,0
2015,1.0,1,V,N,O,R,6489.0,2,2011,1
2015,1.0,0,V,N,O,R,6160.0,2,1979,1
2014,1.0,0,V,N,O,R,3369.0,2,2012,1
2012,1.0,1,V,V,V,U,462.0,2,1980,0
2013,1.0,0,N,V,V,U,410.0,2,1980,0
2013,0.915068493,0,N,V,V,U,1400.0,2,1988,0
2013,1.0,0,N,V,V,U,605.0,2,1980,0
2013,1.0,0,N,V,V,U,2400.0,2,1980,0
2013,1.0,0,V,N,O,R,800.0,2,1970,1
2013,1.0,0,V,N,O,R,750.0,2,1977,0
2015,1.0,0,V,N,O,R,750.0,2,1977,0
2016,0.99726776,0,V,N,O,R,750.0,2,1977,0
2012,1.0,0,V,N,O,R,1031.0,2,1969,0
2013,1.0,0,V,N,O,R,1031.0,2,1969,1
2012,1.0,1,V,N,O,R,640.0,2,1976,0
2012,1.0,0,N,V,V,U,320.0,2,1980,1
2014,1.0,0,N,V,V,U,1200.0,2,1980,0
2013,0.580821918,1,N,V,V,U,2793.0,3,1988,0
2013,0.698630137,1,N,V,V,U,140.0,3,1960,0
2014,1.0,0,N,V,V,U,4113.0,3,1980,1
2012,1.0,1,V,V,V,U,480.0,3,1960,0
2015,1.0,0,N,V,V,U,300.0,3,1960,0
2013,0.290410959,1,V,N,O,R,3004.0,3,1975,0
2012,1.0,1,V,N,O,R,350.0,2,1950,0
2016,1.0,1,V,N,O,R,350.0,2,1950,0
2012,1.0,1,V,V,V,U,790.0,3,1960,0
2014,1.0,1,V,N,O,R,1093.0,2,1995,0
2014,0.482191781,0,V,N,O,R,360.0,2,2006,0
2013,1.0,1,V,N,O,R,3000.0,3,1960,0
2014,1.0,0,V,N,O,R,350.0,3,1960,0
2012,1.0,1,V,V,V,U,400.0,3,1960,0
2014,1.0,1,V,N,O,R,1350.0,2,1960,0
2012,1.0,1,V,N,O,R,4725.0,2,1958,1
2013,0.673972603,1,V,N,O,R,4725.0,2,1958,0
2016,0.99726776,1,V,N,O,R,1988.0,3,2004,0
2016,0.99726776,1,V,N,O,R,4970.0,2,1975,1
2012,1.0,0,V,N,O,R,250.0,2,1950,0
2015,1.0,1,V,N,O,R,350.0,3,1920,0
2013,1.0,0,V,N,O,R,500.0,3,1850,0
2013,1.0,0,V,N,O,R,332.0,3,1871,1
2014,0.61369863,0,V,N,O,R,332.0,3,1871,0
2012,1.0,0,V,V,V,U,792.0,3,1980,0
2014,1.0,1,V,N,O,R,15860.0,3,1964,1
2015,1.0,1,V,N,O,R,15860.0,3,1964,1
2013,1.0,0,V,N,O,R,321.0,3,1970,0
2014,1.0,0,V,N,O,R,800.0,3,1975,0
2016,0.99726776,0,V,N,O,R,800.0,3,1975,0
2015,1.0,0,V,N,O,R,3500.0,2,2011,1
2013,0.161643836,0,V,V,V,U,344.0,2,1960,0
2015,1.0,0,V,V,V,U,5800.0,3,1960,1
2014,1.0,0,V,N,O,R,250.0,3,1910,0
2015,1.0,0,V,N,O,R,250.0,3,1910,0
2014,0.167123288,0,V,V,V,U,300.0,2,1980,1
2012,1.0,0,V,V,V,U,355.0,3,1980,0
2013,1.0,0,V,V,V,U,355.0,3,1980,0
2012,1.0,0,V,V,V,U,185.0,3,1960,0
2014,1.0,0,V,N,O,R,3200.0,3,1990,1
2016,0.494535519,0,V,N,O,R,3200.0,3,1990,0
2012,0.051912568,0,V,V,V,U,1450.0,3,1960,0
2013,0.547945205,0,N,V,V,U,800.0,3,1980,1
2012,1.0,0,V,V,V,U,7382.0,2,1980,0
2016,0.994535519,0,V,V,V,U,17000.0,3,1980,1
2012,1.0,0,N,V,V,U,10000.0,3,1980,1
2015,0.997260274,0,N,V,V,U,10000.0,3,1980,0
2012,0.038251366,1,N,V,V,U,1275.0,3,1960,0
2013,1.0,1,V,V,V,U,796.0,3,1960,0
2016,1.0,1,V,V,V,U,796.0,3,1960,0
2012,1.0,0,V,V,V,U,985.0,3,1980,0
2012,1.0,1,V,N,O,R,1800.0,3,1900,0
2013,1.0,1,V,N,O,R,1800.0,3,1900,0
2013,0.465753425,1,N,V,V,U,700.0,3,1960,1
2015,1.0,0,N,V,V,U,700.0,3,1980,0
2013,1.0,0,V,V,V,U,900.0,2,1980,0
2012,1.0,0,V,N,O,R,200.0,3,1910,0
2014,1.0,0,V,V,V,U,5320.0,3,1988,0
2015,1.0,1,N,V,V,U,2175.0,3,1960,1
2014,1.0,0,V,V,V,U,809.0,3,1980,0
2012,1.0,1,V,V,V,U,300.0,3,1960,0
2016,0.99726776,1,N,V,V,U,1452.0,3,1960,0
2013,1.0,0,N,V,V,U,1876.0,3,1980,0
2016,0.99726776,0,N,V,V,U,1876.0,3,1980,0
2013,1.0,0,N,V,V,U,420.0,3,1980,0
2013,0.747945205,1,V,V,V,U,9000.0,3,1980,0
2013,0.915068493,0,V,N,O,R,1000.0,3,1960,0
2014,0.052054795,0,N,V,V,U,400.0,3,1980,1
2012,1.0,1,V,V,V,U,1430.0,2,1980,0
2015,1.0,1,V,V,V,U,1430.0,2,1980,0
2015,1.0,0,V,N,O,R,3850.0,2,1981,1
2012,1.0,0,V,N,O,R,200.0,2,1960,0
2015,1.0,0,V,N,O,R,140.0,2,1810,0
2015,1.0,0,V,N,O,R,4772.0,2,1988,0
2013,1.0,0,N,V,V,U,300.0,2,1980,0
2015,1.0,0,N,V,V,U,210.0,2,1980,0
2014,1.0,0,V,V,V,U,3240.0,2,1988,1
2016,0.99726776,0,N,V,V,U,1050.0,2,1980,0
2014,1.0,1,V,V,V,U,3050.0,2,1980,0
2012,1.0,0,N,V,V,U,2170.0,1,1980,0
2016,0.994535519,0,N,V,V,U,2170.0,1,1980,0
2012,1.0,0,N,V,V,U,2200.0,1,1960,0
2014,1.0,0,N,V,V,U,2200.0,1,1960,1
2015,1.0,0,N,V,V,U,2200.0,1,1960,0
2013,1.0,1,N,V,V,U,5855.0,1,1988,1
2012,1.0,1,N,V,V,U,2504.0,1,1988,0
2012,0.49726776,1,N,V,V,U,696.0,1,1960,0
2012,1.0,1,V,N,O,R,3600.0,1,1970,1
2012,0.603825137,1,V,N,O,R,4096.0,1,1950,0
2012,0.333333333,1,V,N,O,R,1061.0,1,1960,0
2015,1.0,1,V,N,O,R,1061.0,1,1960,0
2016,0.994535519,1,V,N,O,R,1061.0,1,1960,0
2013,1.0,1,V,N,O,R,1450.0,1,2012,0
2014,1.0,0,N,V,V,U,1650.0,1,1980,0
2013,0.438356164,0,N,V,V,U,300.0,1,1960,0
2013,1.0,0,N,V,V,U,5300.0,1,1980,0
2014,1.0,0,V,N,O,R,700.0,1,2011,0
2016,1.0,0,V,N,O,R,700.0,1,2011,0
2012,1.0,1,N,V,V,U,2968.0,1,1988,1
2013,0.8,0,N,V,V,U,325.0,1,1980,1
2013,1.0,0,V,V,V,U,120.0,1,1960,0
2012,1.0,0,V,N,O,R,450.0,1,1900,0
2012,1.0,0,V,N,O,R,408.0,1,2001,0
2015,1.0,0,V,N,O,R,710.0,1,2012,0
2016,0.792349727,0,V,N,O,R,710.0,1,2012,0
2014,1.0,0,V,N,O,R,10900.0,1,1950,1
2014,0.328767123,0,V,N,O,R,360.0,1,2007,0
2013,1.0,0,V,N,O,R,1850.0,1,2009,0
2013,1.0,0,V,N,O,R,2952.0,1,2010,0
2012,1.0,0,V,N,O,R,450.0,1,1960,0
2014,1.0,0,V,N,O,R,3000.0,1,1965,1
2015,1.0,0,V,N,O,R,625.0,1,1969,1
2014,1.0,0,V,V,V,U,3085.0,1,1980,0
2012,1.0,0,V,V,V,U,1900.0,1,1980,0
2016,0.994535519,0,V,V,V,U,2432.0,1,1988,0
2012,1.0,0,N,V,V,U,1614.0,1,1988,0
2014,1.0,0,N,V,V,U,1614.0,1,1988,1
2012,1.0,0,N,V,V,U,1196.0,1,1980,0
2014,0.252054795,0,V,N,O,R,2280.0,1,1985,0
2012,1.0,0,V,V,V,U,460.0,1,1980,0
2012,0.081967213,0,N,V,V,U,4337.0,1,1980,1
2013,1.0,0,V,V,V,U,300.0,1,1980,0
2013,1.0,0,N,V,V,U,336.0,1,1960,0
2014,1.0,0,N,V,V,U,336.0,1,1960,0
2012,1.0,0,N,V,V,U,600.0,1,1988,0
2013,1.0,0,N,V,V,U,750.0,1,1960,0
2015,0.997260274,0,V,N,O,R,1556.0,1,1994,0
2013,1.0,0,V,N,O,R,1902.0,1,1996,1
2014,1.0,0,V,N,O,R,1902.0,1,1996,0
2016,0.994535519,0,V,N,O,R,1902.0,1,1996,0
2015,1.0,0,V,V,V,U,700.0,1,1980,0
2012,1.0,0,V,V,V,U,600.0,1,1988,0
2016,0.99726776,0,V,V,V,U,600.0,1,1988,0
2014,1.0,0,V,V,V,U,1800.0,1,1988,1
2012,0.743169399,0,V,N,O,R,3050.0,1,2012,0
2016,0.99726776,0,V,N,O,R,4430.0,1,1975,0
2013,1.0,0,V,N,O,R,250.0,1,1995,0
2013,1.0,0,V,N,O,R,638.0,1,2008,0
2014,1.0,0,V,N,O,R,3950.0,1,1994,0
2015,1.0,0,V,N,O,R,1100.0,1,1990,1
2014,1.0,0,V,N,O,R,910.0,1,2009,0
2016,0.994535519,0,V,N,O,R,1181.0,1,1990,1
2013,1.0,0,V,N,O,R,620.0,1,1920,1
2014,1.0,0,V,N,O,R,4780.0,1,1996,0
2016,0.494535519,0,V,N,O,R,11300.0,1,2009,1
2013,0.857534247,0,V,N,O,R,2250.0,1,1950,0
2012,1.0,0,V,N,O,R,750.0,1,1900,1
2013,1.0,0,V,N,O,R,750.0,1,1900,1
2012,1.0,0,V,N,O,R,1200.0,1,1995,0
2012,0.75136612,0,V,N,O,R,3850.0,1,1963,0
2015,0.104109589,0,V,N,O,R,1650.0,1,1982,0
2016,0.50273224,1,V,N,O,R,11300.0,1,2003,1
2012,1.0,0,V,V,V,U,400.0,1,1960,0
2013,0.665753425,0,V,V,V,U,400.0,1,1960,0
2012,1.0,0,V,V,V,U,13777.0,1,1980,1
2014,1.0,0,N,V,V,U,2240.0,1,1980,0
2013,0.580821918,0,V,V,V,U,518.0,1,1988,0
2015,1.0,0,V,V,V,U,165.0,1,1960,0
2012,1.0,0,V,V,V,U,630.0,1,1988,0
2015,1.0,0,V,V,V,U,240.0,1,1960,0
2012,1.0,0,V,V,V,U,350.0,1,1980,0
2013,1.0,0,V,V,V,U,370.0,1,1980,0
2013,1.0,0,V,V,V,U,1300.0,1,1980,0
2013,1.0,0,V,V,V,U,582.0,1,1980,0
2014,0.81369863,0,V,V,V,U,582.0,1,1980,0
2012,1.0,0,V,V,V,U,1945.0,1,1988,0
2013,1.0,0,V,V,V,U,1200.0,1,1988,0
2014,0.747945205,0,V,V,V,U,423.0,1,1980,0
2013,1.0,0,V,V,V,U,700.0,1,1980,0
2014,0.794520548,0,V,V,V,U,700.0,1,1980,1
2012,1.0,0,V,N,O,R,650.0,1,1920,1
2016,0.99726776,0,V,N,O,R,650.0,1,1920,0
2012,1.0,0,V,V,V,U,510.0,1,1980,0
2014,1.0,0,V,V,V,U,510.0,1,1980,1
2012,1.0,0,N,V,V,U,1400.0,1,1960,0
2012,1.0,0,V,N,O,R,350.0,1,1930,0
2014,1.0,0,V,N,O,R,350.0,1,1930,0
2012,1.0,0,N,V,V,U,310.0,1,1960,1
2015,1.0,0,V,N,O,R,1210.0,1,1950,0
2013,1.0,0,V,N,O,R,2150.0,1,2001,0
2014,1.0,0,V,N,O,R,2612.0,1,2002,0
2013,1.0,0,V,N,O,R,624.0,1,1950,0
2012,1.0,0,V,N,O,R,488.0,1,1900,0
2013,0.580821918,0,V,N,O,R,488.0,1,1900,0
2012,0.0,0,V,V,V,U,1740.0,1,1960,0
2012,1.0,0,V,V,V,U,5250.0,1,1980,1
2013,1.0,0,V,V,V,U,366.0,1,1960,0
2012,1.0,0,N,V,V,U,500.0,1,1980,0
2013,1.0,0,N,V,V,U,500.0,1,1980,0
2013,1.0,0,V,V,V,U,1500.0,1,1980,0
2016,0.99726776,0,V,V,V,U,1500.0,1,1980,0
2016,1.0,0,V,V,V,U,1702.0,1,1980,0
2013,1.0,0,V,V,V,U,2140.0,1,1980,0
2012,1.0,0,V,V,V,U,1405.0,1,1980,0
2014,0.169863014,0,V,V,V,U,1405.0,1,1980,0
2014,1.0,0,N,V,V,U,1112.0,1,1980,0
2016,0.994535519,0,V,N,O,R,1380.0,1,1955,0
2014,1.0,0,V,V,V,U,3107.0,1,1980,0
2012,1.0,0,N,V,V,U,3120.0,1,1980,1
2014,1.0,0,V,V,V,U,1501.0,1,1980,0
2015,0.0,0,V,V,V,U,707.0,1,1960,0
2016,0.99726776,0,N,V,V,U,650.0,1,1960,0
2012,1.0,0,V,N,O,R,650.0,1,1950,0
2014,1.0,0,V,N,O,R,1075.0,1,1988,1
2014,1.0,0,V,V,V,U,2406.0,1,1988,0
2013,1.0,0,N,V,V,U,2020.0,1,1988,0
2014,1.0,0,N,V,V,U,2020.0,1,1988,0
2014,1.0,0,V,V,V,U,2880.0,1,1980,0
2015,0.052054795,0,V,V,V,U,2880.0,1,1980,0
2014,1.0,0,N,V,V,U,1300.0,1,1960,0
2014,1.0,0,V,V,V,U,539.0,1,1960,1
2012,1.0,0,N,V,V,U,600.0,1,1960,0
2013,1.0,0,N,V,V,U,600.0,1,1960,0
2013,1.0,0,V,V,V,U,450.0,1,1960,0
2012,1.0,0,V,V,V,U,1050.0,1,1960,0
2015,0.832876712,0,V,N,O,R,540.0,1,1998,0
2015,1.0,0,V,V,V,U,2880.0,1,1980,0
2016,1.0,0,V,V,V,U,2880.0,1,1980,0
2012,1.0,0,N,V,V,U,450.0,1,1960,0
2014,1.0,0,V,V,V,U,600.0,1,1960,0
2012,0.084699454,0,N,V,V,U,560.0,1,1960,0
2013,1.0,0,V,V,V,U,1500.0,1,1960,0
2015,0.989041096,0,V,V,V,U,530.0,1,1980,0
2016,0.967213115,0,V,V,V,U,530.0,1,1980,0
2016,0.99726776,0,V,N,O,R,900.0,1,1930,0
2012,1.0,0,V,V,V,U,450.0,1,1988,0
2012,1.0,0,V,V,V,U,2075.0,1,1960,0
2012,1.0,0,V,V,V,U,2250.0,1,1988,0
2014,1.0,0,V,V,V,U,2250.0,1,1988,0
2014,1.0,0,V,N,O,R,880.0,1,1900,0
2012,1.0,1,N,V,V,U,400.0,1,1960,0
2013,0.052054795,1,N,V,V,U,400.0,1,1960,0
2012,1.0,0,V,N,O,R,820.0,1,1960,0
2014,1.0,0,V,V,V,U,1200.0,1,1980,0
2016,0.99726776,0,N,V,V,U,878.0,1,1988,0
2016,1.0,0,V,N,O,R,1900.0,1,2007,0
2013,0.495890411,1,N,V,V,U,450.0,1,1960,0
2014,0.989041096,0,V,N,O,R,2233.0,1,1967,0
2012,1.0,0,V,V,V,U,3000.0,1,1980,0
2012,1.0,1,V,N,O,R,206.0,1,1900,0
2016,0.99726776,1,N,V,V,U,380.0,1,1960,0
2014,1.0,0,V,N,O,R,7023.0,1,1780,0
2012,0.702185792,1,N,V,V,U,4601.0,1,1988,0
2015,1.0,0,V,N,O,R,2394.0,1,2011,0
2014,1.0,0,N,V,V,U,360.0,2,1960,0
2015,1.0,0,N,V,V,U,360.0,2,1960,0
2014,1.0,0,V,V,V,U,690.0,2,1980,0
2013,0.161643836,0,N,V,V,U,730.0,2,1960,0
2013,1.0,0,N,V,V,U,800.0,2,1960,0
2015,1.0,0,N,V,V,U,800.0,2,1960,0
2012,1.0,0,N,V,V,U,1020.0,2,1960,1
2014,1.0,0,V,N,O,R,8436.0,2,1990,0
2015,1.0,0,V,N,O,R,8436.0,2,1990,1
2013,1.0,0,V,V,V,U,1303.0,2,1960,0
2013,1.0,0,V,V,V,U,650.0,2,1960,0
2012,1.0,0,V,V,V,U,895.0,2,1988,0
2015,0.997260274,0,V,V,V,U,895.0,2,1988,1
2012,1.0,0,V,N,O,R,1600.0,2,1954,0
2012,1.0,0,N,V,V,U,882.0,2,1960,0
2013,0.901369863,0,N,V,V,U,700.0,2,1960,0
2012,1.0,0,V,V,V,U,850.0,2,1980,0
2014,1.0,0,V,V,V,U,850.0,2,1980,0
2016,1.0,0,V,N,O,R,690.0,2,2000,0
2016,0.99726776,0,V,N,O,R,2770.0,2,2010,0
2013,0.915068493,0,V,V,V,U,478.0,2,1960,0
2016,1.0,0,V,N,O,R,1460.0,2,2011,0
2014,1.0,0,N,V,V,U,792.0,2,1980,0
2013,1.0,0,V,N,O,R,723.0,2,1950,0
2012,0.0,0,V,V,V,U,900.0,1,1960,0
2013,0.0,0,V,V,V,U,900.0,1,1960,1
2016,0.0,0,V,V,V,U,1000.0,1,1960,0
2012,1.0,1,V,N,O,R,250.0,1,1950,0
2013,1.0,1,V,N,O,R,612.0,1,1920,0
2012,1.0,1,V,N,O,R,3887.0,1,2011,0
2013,0.808219178,1,N,V,V,U,250.0,1,1960,0
2016,0.99726776,0,N,V,V,U,1330.0,1,1988,0
2015,1.0,1,N,V,V,U,320.0,1,1960,0
2016,0.663934426,1,V,N,O,R,3450.0,1,1982,0
2012,1.0,1,N,V,V,U,4350.0,1,1980,0
2015,0.747945205,1,V,N,O,R,300.0,1,1970,0
2013,1.0,1,V,N,O,R,4536.0,1,1960,0
2012,1.0,1,V,N,O,R,1024.0,1,2011,0
2014,1.0,1,V,N,O,R,1024.0,1,2011,0
2012,1.0,0,N,V,V,U,250.0,1,1988,0
2013,1.0,0,N,V,V,U,250.0,1,1988,0
2012,1.0,0,N,V,V,U,634.0,1,1960,0
2015,1.0,0,N,V,V,U,634.0,1,1960,0
2012,1.0,0,N,V,V,U,160.0,1,1980,0
2012,1.0,1,N,V,V,U,651.0,1,1960,0
2015,1.0,1,N,V,V,U,651.0,1,1960,0
2015,0.693150685,0,N,V,V,U,81.0,1,1980,0
2014,1.0,0,V,N,O,R,250.0,1,1980,0
2015,1.0,0,V,N,O,R,250.0,1,1980,1
2013,0.0,0,V,N,O,R,2750.0,1,1981,0
2013,1.0,0,V,N,O,R,200.0,1,1930,0
2014,1.0,0,V,N,O,R,3349.0,1,2012,0
2015,1.0,0,V,N,O,R,3349.0,1,2012,1
2016,0.469945355,0,V,N,O,R,3349.0,1,2012,0
2013,1.0,0,V,V,V,U,494.0,1,1960,0
2013,1.0,0,V,V,V,U,447.0,1,1980,0
2014,1.0,0,N,V,V,U,561.0,1,1960,0
2016,0.99726776,0,V,N,O,R,872.0,1,1940,0
2014,1.0,0,V,V,V,U,380.0,1,1960,0
2014,1.0,0,V,V,V,U,1190.0,1,1960,1
2012,1.0,0,N,V,V,U,629.0,1,1960,1
2014,1.0,0,N,V,V,U,629.0,1,1960,1
2012,1.0,0,V,V,V,U,330.0,1,1960,0
2014,1.0,0,V,V,V,U,330.0,1,1960,0
2015,1.0,0,V,V,V,U,561.0,1,1960,0
2012,1.0,0,V,V,V,U,400.0,1,1960,0
2014,1.0,0,V,V,V,U,3100.0,1,1988,0
2012,1.0,0,V,V,V,U,1550.0,1,1960,0
2012,1.0,0,V,V,V,U,1300.0,1,1960,1
2013,0.0,0,N,V,V,U,320.0,1,1960,0
2014,1.0,0,V,V,V,U,650.0,1,1960,0
2012,1.0,0,V,V,V,U,800.0,1,1960,0
2016,1.0,0,V,V,V,U,800.0,1,1960,0
2015,1.0,0,V,V,V,U,462.0,1,1960,0
2012,1.0,0,V,N,O,R,300.0,1,1960,0
2013,1.0,0,V,V,V,U,700.0,1,1960,0
2015,1.0,0,V,N,O,R,500.0,1,1920,0
2014,1.0,0,V,V,V,U,1400.0,1,1960,0
2016,0.99726776,0,V,V,V,U,1400.0,1,1960,0
2016,0.99726776,0,V,V,V,U,528.0,1,1960,0
2013,0.057534247,0,V,N,O,R,523.0,1,1960,0
2015,1.0,0,V,V,V,U,2275.0,1,1960,1
2015,0.808219178,0,V,V,V,U,434.0,1,1960,1
2015,1.0,0,V,V,V,U,360.0,1,1980,0
2014,1.0,0,V,V,V,U,770.0,1,1960,1
2013,0.964383562,0,V,V,V,U,210.0,1,1960,0
2012,1.0,0,V,V,V,U,210.0,1,1960,0
2016,0.890710383,0,V,N,O,R,940.0,1,2015,0
2012,1.0,1,V,N,O,R,1309.0,1,2011,1
2015,1.0,1,V,N,O,R,1309.0,1,2011,0
2013,0.0,1,N,V,V,U,7550.0,1,1980,0
2012,0.759562842,0,V,N,O,R,380.0,1,1900,0
2012,1.0,0,V,V,V,U,250.0,1,1980,0
2016,0.0,0,V,V,V,U,754.0,1,1960,0
2012,0.0,0,V,V,V,U,600.0,1,1960,0
2014,0.161643836,0,V,N,O,R,360.0,1,1950,0
2014,1.0,0,V,V,V,U,4354.0,1,1988,0
2015,1.0,0,V,V,V,U,2518.0,1,1988,0
2014,1.0,1,V,N,O,R,2785.0,1,2005,0
2015,0.997260274,1,V,N,O,R,2785.0,1,2005,0
2013,0.0,0,N,V,V,U,10.0,1,1960,0
2015,1.0,0,V,N,O,R,14906.0,1,1980,0
2015,1.0,1,V,V,V,U,550.0,1,1960,0
2013,1.0,0,N,V,V,U,260.0,1,1980,0
2012,1.0,1,N,V,V,U,600.0,1,1960,1
2015,1.0,1,N,V,V,U,600.0,1,1960,0
2012,1.0,1,N,V,V,U,560.0,1,1960,1
2012,0.540983607,1,V,V,V,U,960.0,1,1960,0
2013,1.0,1,V,N,O,R,195.0,1,1950,0
2012,1.0,0,N,V,V,U,280.0,1,1960,0
2014,1.0,1,V,N,O,R,12474.0,1,1970,1
2014,1.0,1,V,N,O,R,1764.0,1,1970,0
2012,1.0,1,N,V,V,U,1548.0,1,1988,0
